sector,DATE COMMITTED,GRANTEE,AMOUNT COMMITTED,percentage
growth,2023.0,International Institute of Tropical Agriculture,13668994.0,1.62
health,2023.0,Georgetown University,13336605.0,0.25
health,2023.0,Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH,13038293.0,0.25
health,2023.0,Resolve to Save Lives,12909129.0,0.25
health,2023.0,Jhpiego Corporation,12414139.0,0.24
health,2023.0,"Comic Relief, Inc.",12000000.0,0.23
health,2023.0,Fund for the Global Fund,12000000.0,0.23
growth,2023.0,Mercy Corps,11153447.0,1.32
health,2023.0,ENABEL,11070000.0,0.21
health,2023.0,Global Health Strategies LLC,11006165.0,0.21
health,2023.0,Audere,10849887.0,0.21
growth,2023.0,Netherlands Institute of Ecology,10703584.0,1.27
health,2023.0,New Venture Fund,10600000.0,0.2
health,2023.0,Massachusetts Institute of Technology,10500107.0,0.2
equality,2023.0,CARE,10350000.0,6.83
health,2023.0,AxmedRx,10146773.0,0.19
health,2023.0,University of Dundee,10122811.0,0.19
health,2023.0,"Samsung Electronics Co., Ltd.",10037754.0,0.19
health,2023.0,VillageReach,10014070.0,0.19
growth,2023.0,Colorado State University,10000000.0,1.19
growth,2023.0,Friends of Seattle Waterfront,10000000.0,1.19
growth,2023.0,Philanthropy Asia Alliance Ltd,10000000.0,1.19
health,2023.0,Emory University,9722163.0,0.19
equality,2023.0,PATH,9668723.0,6.38
health,2023.0,World Food Programme,9661016.0,0.18
health,2023.0,Institut Pasteur de Dakar,9425180.0,0.18
health,2023.0,Harvard University,9020385.0,0.17
health,2023.0,University of California San Diego,8892159.0,0.17
health,2023.0,Biovac,8744775.0,0.17
health,2023.0,The Scripps Research Institute,8705271.0,0.17
health,2023.0,Stanford University,8680879.0,0.17
health,2023.0,University of North Carolina at Chapel Hill,8649623.0,0.17
health,2023.0,"Brigham and Women's Hospital, Inc.",8541300.0,0.16
growth,2023.0,International Rice Research Institute,8500000.0,1.01
growth,2023.0,"Mojaloop Foundation, Inc.",8500000.0,1.01
growth,2023.0,Ethiopian Agricultural Transformation Agency,8494195.0,1.01
health,2023.0,"Results for Development Institute, Inc.",8420334.0,0.16
health,2023.0,"Kallyope, Inc.",8192376.0,0.16
health,2023.0,United Nations Population Fund,8038649.0,0.15
health,2023.0,Ifakara Health Institute,8011942.0,0.15
growth,2023.0,Land O'Lakes Venture37,8000000.0,0.95
health,2023.0,"Global Communities, Inc.",8000000.0,0.15
health,2023.0,Curtin University,7999992.0,0.15
health,2023.0,"OmniPulse Biosciences, Inc.",7883180.0,0.15
health,2023.0,Malaria No More,7876645.0,0.15
health,2023.0,Center for US Global Leadership,7865383.0,0.15
health,2023.0,"Co-Diagnostics, Inc.",7820565.0,0.15
growth,2023.0,Innovations for Poverty Action,7757673.0,0.92
health,2023.0,Sterling S.p.A.,7750000.0,0.15
growth,2023.0,Partners in Food Solutions,7640143.0,0.91
growth,2023.0,United Nations Development Programme,7633022.0,0.91
growth,2023.0,Oxitec,7613159.0,0.9
health,2023.0,Makerere University School of Public Health,7598459.0,0.14
health,2023.0,Genesis Analytics,7545614.0,0.14
growth,2023.0,TomorrowNow.org,7478375.0,0.89
health,2023.0,Concept Foundation,7468069.0,0.14
health,2023.0,"Sail Biomedicines, Inc.",7438273.0,0.14
health,2023.0,Kintampo Health Research Centre,7356467.0,0.14
health,2023.0,United Nations Foundation,7137500.0,0.14
equality,2023.0,Hivos,7000000.0,4.62
health,2023.0,Health and Nutrition Development Society (HANDS),6887734.0,0.13
health,2023.0,Joan & Sanford I. Weill Medical College of Cornell University,6884807.0,0.13
health,2023.0,London School of Hygiene and Tropical Medicine,6841104.0,0.13
health,2023.0,Christian Medical College Vellore,6763222.0,0.13
health,2023.0,Seattle Children's Hospital,6749675.0,0.13
growth,2023.0,United Nations Capital Development Fund,6667912.0,0.79
growth,2023.0,LF Charities Inc,6607591.0,0.78
others,2023.0,AIDS Vaccine Advocacy Coalition Inc.,6600000.0,3.86
health,2023.0,University of Manitoba,6580446.0,0.13
health,2023.0,Impetus Advisory Group,6580316.0,0.13
health,2023.0,PT. Bio Farma (Persero),6545798.0,0.12
growth,2023.0,Sohail Inc,6500000.0,0.77
health,2023.0,Global Alliance for Improved Nutrition,6462802.0,0.12
growth,2023.0,Global Impact,6419703.0,0.76
health,2023.0,DPI Centre Ltd,6361190.0,0.12
health,2023.0,Washington University,6355902.0,0.12
health,2023.0,BIRAC,6319961.0,0.12
health,2023.0,Cytiva US LLC,6300000.0,0.12
health,2023.0,Assistance Coordination Unit (ACU),6239075.0,0.12
health,2023.0,Novonesis A S,6087872.0,0.12
health,2023.0,Nutrition International,6060549.0,0.12
health,2023.0,MTV Staying Alive Foundation SA,6044969.0,0.12
health,2023.0,Max Planck Society for the Advancement of Science,6038894.0,0.12
health,2023.0,African Development Bank,6000750.0,0.11
equality,2023.0,The Barack Obama Foundation,6000000.0,3.96
equality,2023.0,United Nations Foundation,6000000.0,3.96
growth,2023.0,Windward Fund,6000000.0,0.71
health,2023.0,"Broad Institute, Inc.",5999527.0,0.11
health,2023.0,College of Medicine of the University of Lagos,5904497.0,0.11
health,2023.0,CDC Foundation,5802801.0,0.11
health,2023.0,"Versiti Wisconsin, Inc",5763230.0,0.11
health,2023.0,Piramal Swasthya,5642309.0,0.11
health,2023.0,International Vaccine Institute,5595229.0,0.11
education,2023.0,World Health Organization,5499836.0,3.05
health,2023.0,LTS Lohmann Therapie-Systeme AG,5443003.0,0.1
growth,2023.0,Badan Riset dan Inovasi Nasional (BRIN) (National Research and Innovation Agency),5429490.0,0.64
equality,2023.0,New Venture Fund,5382620.0,3.55
health,2023.0,Zambart,5302291.0,0.1
health,2023.0,"Development Gateway, Inc.",5259206.0,0.1
health,2023.0,The Health Foundation of South Africa NPC,5098959.0,0.1
health,2023.0,CIDRZ,5028704.0,0.1
health,2023.0,University of Dakar,5011894.0,0.1
education,2023.0,Co-Creation Hub,5000000.0,2.77
education,2023.0,Eastside Preparatory School,5000000.0,2.77
equality,2023.0,International Food Policy Research Institute,5000000.0,3.3
growth,2023.0,Seattle Foundation,5000000.0,0.59
health,2023.0,Global Institute For Disease Elimination (GLIDE) Limited,5000000.0,0.1
growth,2023.0,Common Market for Eastern and Southern Africa,4999999.0,0.59
health,2023.0,Whitehead Institute for Biomedical Research,4999999.0,0.1
growth,2023.0,Innovative Vector Control Consortium (IVCC),4999962.0,0.59
health,2023.0,Academisch Medisch Centrum,4999941.0,0.1
health,2023.0,University of Gondar,4999869.0,0.1
health,2023.0,African Society for Laboratory Medicine NPC,4999862.0,0.1
education,2023.0,Associates in Research and Education for Development Inc.,4999660.0,2.77
health,2023.0,"VitriVax, Inc.",4999620.0,0.1
health,2023.0,Development Bank of Southern Africa,4997923.0,0.1
growth,2023.0,ABS Global Inc.,4997817.0,0.59
growth,2023.0,University of Minnesota,4996393.0,0.59
health,2023.0,Penn State,4995876.0,0.1
growth,2023.0,FC C.V.,4995840.0,0.59
health,2023.0,Ogilvy South Africa (Pty) Ltd,4979924.0,0.1
health,2023.0,International Federation of Red Cross and Red Crescent Societies,4969855.0,0.09
health,2023.0,Camber Collective LLC,4967160.0,0.09
health,2023.0,Partners in Hope,4960548.0,0.09
growth,2023.0,Ethiopian Institute of Agricultural Research,4950020.0,0.59
health,2023.0,Southeast Asia Tobacco Control Alliance,4950000.0,0.09
health,2023.0,Asian Institute of Technology,4932061.0,0.09
growth,2023.0,African Union - InterAfrican Bureau for Animal Resources,4928687.0,0.59
equality,2023.0,CGIAR System Organization,4900000.0,3.23
health,2023.0,Pangaea Zimbabwe Aids Trust,4899999.0,0.09
growth,2023.0,Gudina Tumsa Foundation,4899992.0,0.58
health,2023.0,"The Centre for Health Research and Development, Society for Applied Studies",4898329.0,0.09
health,2023.0,Cranfield University,4897699.0,0.09
growth,2023.0,Fan Milk PLC,4897237.0,0.58
health,2023.0,Instituto Nacional de Saúde,4889794.0,0.09
growth,2023.0,Karu Pty Limited,4873735.0,0.58
health,2023.0,Cardiff University,4871262.0,0.09
health,2023.0,"Rockefeller Philanthropy Advisors, Inc.",4862160.0,0.09
health,2023.0,The Henry J. Kaiser Family Foundation,4852932.0,0.09
health,2023.0,"Spire Health Technology, PBC",4845162.0,0.09
growth,2023.0,"Results for Development Institute, Inc.",4799888.0,0.57
health,2023.0,HABTech Solutions PLC,4798306.0,0.09
growth,2023.0,ZELP ltd,4762834.0,0.57
growth,2023.0,The University of Edinburgh,4737269.0,0.56
health,2023.0,Mirvie,4705126.0,0.09
health,2023.0,"United Nations Office for Project Services, Geneva",4700000.0,0.09
health,2023.0,Girl Effect,4698880.0,0.09
health,2023.0,Baobab Institute,4679839.0,0.09
health,2023.0,Public Health Foundation of India,4673227.0,0.09
health,2023.0,World Vision,4670872.0,0.09
growth,2023.0,World Poultry Foundation,4656435.0,0.55
health,2023.0,African Population & Health Research Center,4640163.0,0.09
health,2023.0,The Pirbright Institute,4625236.0,0.09
health,2023.0,National University of Singapore,4612729.0,0.09
growth,2023.0,Administrative Staff College of India,4594932.0,0.55
health,2023.0,EGovernments Foundation,4585398.0,0.09
health,2023.0,Kymab Limited,4558832.0,0.09
health,2023.0,National Centre for Biological Sciences,4534810.0,0.09
health,2023.0,Nigeria Centre for Disease Control and Prevention (NCDC),4519654.0,0.09
growth,2023.0,"BiomEdit, LLC",4516995.0,0.54
health,2023.0,BlueSquare,4505311.0,0.09
equality,2023.0,Moore Impact,4500000.0,2.97
health,2023.0,Project HOPE,4500000.0,0.09
education,2023.0,CARE,4499959.0,2.49
health,2023.0,eThekwini Municipality,4499936.0,0.09
growth,2023.0,MSC Global Consulting Private Limited,4499516.0,0.53
health,2023.0,City of Cape Town,4497665.0,0.09
health,2023.0,Dasra,4487375.0,0.09
growth,2023.0,Tandem,4465065.0,0.53
health,2023.0,WHO-IARC (International Agency for Research on Cancer),4444652.0,0.08
others,2023.0,Centre for Humanitarian Dialogue,4406932.0,2.58
growth,2023.0,"Square Roots Urban Growers, Inc",4403272.0,0.52
growth,2023.0,"FINCA International, Inc.",4400068.0,0.52
growth,2023.0,Université Félix Houphouët-Boigny,4400000.0,0.52
health,2023.0,Pathfinder International,4400000.0,0.08
health,2023.0,InSupply Health Limited,4397956.0,0.08
education,2023.0,Learning Policy Institute,4341970.0,2.41
health,2023.0,Universitas Padjadjaran,4318984.0,0.08
health,2023.0,LimmaTech Biologics AG,4311093.0,0.08
growth,2023.0,Hailemariam & Roman Foundation,4299061.0,0.51
health,2023.0,"Addition Therapeutics, Inc.",4275326.0,0.08
growth,2023.0,BKP Economic Advisors,4245509.0,0.5
health,2023.0,University of Glasgow,4198428.0,0.08
growth,2023.0,University of Oxford,4191377.0,0.5
education,2023.0,University of Global Health Equity,4163058.0,2.31
health,2023.0,"CRRC Environmental Science & Technology Co., Ltd.",4144678.0,0.08
health,2023.0,Armauer Hansen Research Institute,4136099.0,0.08
health,2023.0,"Population Council, Inc.",4130493.0,0.08
health,2023.0,"Aptitude Medical Systems, Inc.",4115452.0,0.08
growth,2023.0,EGovernments Foundation,4100701.0,0.49
growth,2023.0,Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH,4050253.0,0.48
equality,2023.0,"Save the Children Federation, Inc.",4000000.0,2.64
growth,2023.0,PRADAN,4000000.0,0.47
health,2023.0,"National Public Radio, Inc.",4000000.0,0.08
health,2023.0,University of Delaware,4000000.0,0.08
others,2023.0,Clooney Foundation for Justice,4000000.0,2.34
education,2023.0,ECOWAS Commission,3993490.0,2.21
health,2023.0,Vaxxas Pty Ltd,3897240.0,0.07
health,2023.0,Value for Good GmbH,3896717.0,0.07
health,2023.0,Beth Israel Deaconess Medical Center Inc.,3843884.0,0.07
health,2023.0,Johns Hopkins University Bloomberg School of Public Health,3843036.0,0.07
health,2023.0,Johns Hopkins University,3828592.0,0.07
health,2023.0,ODK,3778560.0,0.07
health,2023.0,Science for Africa Foundation (SFA),3742151.0,0.07
education,2023.0,"University of Sciences, Techniques, and Technologies of Bamako",3691205.0,2.05
health,2023.0,Vaccine Formulation Institute (CH) Ltd,3668049.0,0.07
health,2023.0,University of Toronto,3662342.0,0.07
equality,2023.0,Global Health 50/50,3632150.0,2.4
growth,2023.0,theguardian.org,3600000.0,0.43
education,2023.0,Management Sciences for Health,3599520.0,1.99
health,2023.0,Flexotronix Limited,3598777.0,0.07
growth,2023.0,Partners Asia,3591280.0,0.43
equality,2023.0,International Center for Research on Women,3500000.0,2.31
growth,2023.0,Project HOPE,3500000.0,0.42
health,2023.0,"Osmo Labs, PBC",3499489.0,0.07
health,2023.0,"Schrödinger, LLC",3495888.0,0.07
equality,2023.0,BRAC USA,3492904.0,2.31
growth,2023.0,"C16 Biosciences, Inc.",3483402.0,0.41
health,2023.0,Northeastern University,3442801.0,0.07
growth,2023.0,BCEAO,3428431.0,0.41
health,2023.0,World Health Organization Somalia Country Office,3428270.0,0.07
health,2023.0,Sanru Asbl,3397972.0,0.06
health,2023.0,"Hyperfine Operations, Inc.",3353514.0,0.06
equality,2023.0,Capital for Good,3350000.0,2.21
health,2023.0,Medicines360,3336862.0,0.06
health,2023.0,"Inflammasome Therapeutics, Inc.",3326812.0,0.06
health,2023.0,International AIDS Society (IAS),3296148.0,0.06
health,2023.0,Dimagi Inc.,3285421.0,0.06
health,2023.0,Asian Disaster Preparedness Center,3284611.0,0.06
health,2023.0,Ethiopian Public Health Institute,3251356.0,0.06
health,2023.0,Institute for Stem Cell Science and Regenerative Medicine,3248142.0,0.06
equality,2023.0,Women in Film,3246977.0,2.14
growth,2023.0,"Women's World Banking, Inc.",3201757.0,0.38
growth,2023.0,Precision Development Inc.,3176880.0,0.38
health,2023.0,The Helmholtz Centre for Infection Research GmbH,3155662.0,0.06
education,2023.0,IDinsight,3148390.0,1.74
health,2023.0,Indian Institute for Human Settlements,3133563.0,0.06
growth,2023.0,Wadhwani Institute for Artificial Intelligence Foundation,3100000.0,0.37
education,2023.0,Better Purpose,3099780.0,1.72
health,2023.0,Ekjut,3076841.0,0.06
health,2023.0,Center for Advancing Public Health,3045493.0,0.06
growth,2023.0,PATH,3042109.0,0.36
health,2023.0,University of Pittsburgh,3024236.0,0.06
education,2023.0,Johns Hopkins University,3012887.0,1.67
health,2023.0,Financing Alliance for Health,3009448.0,0.06
equality,2023.0,KCB Foundation,3000446.0,1.98
growth,2023.0,Africa Rice Center,3000000.0,0.36
health,2023.0,World Economic Forum,3000000.0,0.06
others,2023.0,Girls Not Brides: The Global Partnership to End Child Marriage,3000000.0,1.76
health,2023.0,University of Zurich,2999951.0,0.06
health,2023.0,Lgenia Inc.,2999419.0,0.06
growth,2023.0,Genesis Analytics,2993963.0,0.36
health,2023.0,Center for Public Health and Development,2987383.0,0.06
health,2023.0,National Cancer Institute,2969968.0,0.06
health,2023.0,Micronutrient Forum,2954616.0,0.06
growth,2023.0,University of Cambridge,2937002.0,0.35
growth,2023.0,"Salient Predictions, Inc.",2926875.0,0.35
growth,2023.0,Center for Global Development,2913830.0,0.35
growth,2023.0,Sarvodaya,2899098.0,0.34
health,2023.0,Naobios,2818036.0,0.05
health,2023.0,Access to Nutrition Initiative,2800000.0,0.05
growth,2023.0,Transforming Rural India Foundation,2785533.0,0.33
growth,2023.0,Summit Institute for Development,2780213.0,0.33
health,2023.0,Medtronic LABS,2770552.0,0.05
equality,2023.0,BRAC University,2749999.0,1.81
health,2023.0,The George Washington University,2730339.0,0.05
others,2023.0,CGIAR System Organization,2730000.0,1.6
health,2023.0,Exothera S.A.,2711527.0,0.05
health,2023.0,Infectious Diseases Research Collaboration,2709015.0,0.05
others,2023.0,Creative Commons Corporation,2700000.0,1.58
health,2023.0,CARE,2696315.0,0.05
health,2023.0,Global Green Growth Institute,2694872.0,0.05
education,2023.0,"United Nations Educational, Scientific, and Cultural Organization",2682968.0,1.49
growth,2023.0,IDinsight,2669354.0,0.32
health,2023.0,India Health Action Trust,2658941.0,0.05
growth,2023.0,Luna Export Abattoirs,2650970.0,0.31
health,2023.0,Peking University,2620000.0,0.05
health,2023.0,International Union Against Tuberculosis and Lung Disease (The Union),2607152.0,0.05
health,2023.0,Population Services International India,2603909.0,0.05
education,2023.0,Jhpiego Corporation,2596886.0,1.44
health,2023.0,Gladstone Institutes,2594112.0,0.05
health,2023.0,ESAWAS,2587633.0,0.05
health,2023.0,Dodowa Health Research Centre,2582536.0,0.05
health,2023.0,University of Connecticut,2579683.0,0.05
health,2023.0,African Water and Sanitation Association,2573862.0,0.05
education,2023.0,Fab Inc. Limited,2568648.0,1.42
health,2023.0,Centre for Science and Environment,2565932.0,0.05
health,2023.0,"College of Health Sciences, University of Ghana",2565917.0,0.05
